GeneID,Name
LOC594830,594830 carbohydrate sulfotransferase 14	K08105 D4ST1; dermatan 4-sulfotransferase 1 [EC:2.8.2.35]
LOC585810,"585810 LOW QUALITY PROTEIN: exostosin-like 3	K02370 EXTL3; alpha-1,4-N-acetylglucosaminyltransferase EXTL3 [EC:2.4.1.223 2.4.1.224]"
LOC577995,577995 exostosin-1	K02366 EXT1; glucuronyl/N-acetylglucosaminyl transferase EXT1 [EC:2.4.1.224 2.4.1.225]
LOC100893938,100893938 exostosin-2	K02367 EXT2; glucuronyl/N-acetylglucosaminyl transferase EXT2 [EC:2.4.1.224 2.4.1.225]
LOC580650,580650 bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1	K02577 NDST2; heparan sulfate N-deacetylase/N-sulfotransferase NDST2 [EC:3.1.1.- 2.8.2.-]
LOC100890874,100890874 heparan sulfate 2-O-sulfotransferase 1	K02513 HS2ST1; heparan sulfate 2-O-sulfotransferase HS2ST1 [EC:2.8.2.-]
LOC589419,589419 heparan-sulfate 6-O-sulfotransferase 3-B	K02514 HS6ST1; heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-]
LOC100890210,100890210 heparan sulfate glucosamine 3-O-sulfotransferase 1	K01024 HS3ST1; [heparan sulfate]-glucosamine 3-sulfotransferase 1 [EC:2.8.2.23]
LOC752553,752553 heparan sulfate glucosamine 3-O-sulfotransferase 1	K01024 HS3ST1; [heparan sulfate]-glucosamine 3-sulfotransferase 1 [EC:2.8.2.23]
LOC100889101,100889101 heparan sulfate glucosamine 3-O-sulfotransferase 1	K07809 HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
LOC105443980,105443980 heparan sulfate glucosamine 3-O-sulfotransferase 3A1-like	K07809 HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
LOC753343,753343 heparan sulfate glucosamine 3-O-sulfotransferase 5 isoform X1	K07809 HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
LOC762476,762476 heparan sulfate glucosamine 3-O-sulfotransferase 2	K07809 HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
LOC100892937,100892937 heparan sulfate glucosamine 3-O-sulfotransferase 1	K07809 HS3ST3; [heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]
LOC100889387,100889387 heparan sulfate glucosamine 3-O-sulfotransferase 5	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC100891959,100891959 heparan sulfate glucosamine 3-O-sulfotransferase 1	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC105439548,105439548 uncharacterized protein LOC105439548	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC105442147,105442147 heparan sulfate glucosamine 3-O-sulfotransferase 1-like	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC753465,753465 heparan sulfate glucosamine 3-O-sulfotransferase 1	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC100890970,100890970 heparan sulfate glucosamine 3-O-sulfotransferase 1	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC100890548,100890548 heparan sulfate glucosamine 3-O-sulfotransferase 1	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC594559,594559 heparan sulfate glucosamine 3-O-sulfotransferase 1	K08104 HS3ST5; [heparan sulfate]-glucosamine 3-sulfotransferase 5 [EC:2.8.2.23]
LOC579709,579709 carbohydrate sulfotransferase 1-like	K01022 CHST1; keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
LOC581661,581661 carbohydrate sulfotransferase 1	K01022 CHST1; keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
LOC579726,579726 carbohydrate sulfotransferase 1 isoform X2	K01022 CHST1; keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
LOC100889433,100889433 carbohydrate sulfotransferase 1	K01022 CHST1; keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
LOC100891876,100891876 carbohydrate sulfotransferase 1	K01022 CHST1; keratan sulfate 6-sulfotransferase 1 [EC:2.8.2.21]
LOC579907,579907 carbohydrate sulfotransferase 2-like	K04745 CHST2; carbohydrate 6-sulfotransferase 2 [EC:2.8.2.-]
LOC587922,587922 carbohydrate sulfotransferase 3-like	K04745 CHST2; carbohydrate 6-sulfotransferase 2 [EC:2.8.2.-]
LOC584769,584769 hyaluronidase 1	K01197 hya; hyaluronoglucosaminidase [EC:3.2.1.35]
LOC582946,582946 hyaluronidase isoform X2	K01197 hya; hyaluronoglucosaminidase [EC:3.2.1.35]
LOC575967,575967 hyaluronidase-1 isoform X2	K01197 hya; hyaluronoglucosaminidase [EC:3.2.1.35]
LOC579992,579992 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC584730,584730 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC588631,588631 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC587680,587680 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC100892667,100892667 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC100892602,100892602 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC588607,588607 iduronate 2-sulfatase	K01136 IDS; iduronate 2-sulfatase [EC:3.1.6.13]
LOC592184,592184 alpha-L-iduronidase	K01217 IDUA; L-iduronidase [EC:3.2.1.76]
LOC583464,583464 LOW QUALITY PROTEIN: arylsulfatase B	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC586205,586205 arylsulfatase B	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC583878,583878 arylsulfatase B	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC100891337,100891337 arylsulfatase B	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC591704,591704 arylsulfatase B	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC587189,587189 arylsulfatase J	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC105439655,105439655 arylsulfatase J	K01135 ARSB; arylsulfatase B [EC:3.1.6.12]
LOC586860,586860 heparanase	K07964 HPSE; heparanase [EC:3.2.1.166]
LOC763558,763558 heparanase	K07964 HPSE; heparanase [EC:3.2.1.166]
LOC589739,589739 N-sulphoglucosamine sulphohydrolase	K01565 SGSH; N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]
LOC592189,592189 N-sulphoglucosamine sulphohydrolase	K01565 SGSH; N-sulfoglucosamine sulfohydrolase [EC:3.10.1.1]
LOC590342,590342 heparan-alpha-glucosaminide N-acetyltransferase isoform X1	K10532 HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
LOC584064,584064 heparan-alpha-glucosaminide N-acetyltransferase isoform X1	K10532 HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
LOC752871,752871 heparan-alpha-glucosaminide N-acetyltransferase	K10532 HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]
LOC100893810,100893810 alpha-N-acetylglucosaminidase	K01205 NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]
LOC100891543,100891543 alpha-N-acetylglucosaminidase	K01205 NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]
LOC579130,579130 N-acetylgalactosamine-6-sulfatase-like	K01132 GALNS; N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]
LOC588014,588014 N-acetylgalactosamine-6-sulfatase isoform X1	K01132 GALNS; N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]
LOC588183,588183 N-acetylglucosamine-6-sulfatase isoform X1	K01137 GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]
LOC584339,584339 phosphatidylinositol N-acetylglucosaminyltransferase subunit A	K03857 PIGA; phosphatidylinositol N-acetylglucosaminyltransferase subunit A [EC:2.4.1.198]
LOC587900,587900 phosphatidylinositol N-acetylglucosaminyltransferase subunit C	K03859 PIGC; phosphatidylinositol N-acetylglucosaminyltransferase subunit C
LOC754165,754165 phosphatidylinositol N-acetylglucosaminyltransferase subunit H	K03858 PIGH; phosphatidylinositol N-acetylglucosaminyltransferase subunit H
LOC100893369,100893369 phosphatidylinositol N-acetylglucosaminyltransferase subunit P	K03861 PIGP; phosphatidylinositol N-acetylglucosaminyltransferase subunit P
LOC593762,593762 phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	K03860 PIGQ; phosphatidylinositol N-acetylglucosaminyltransferase subunit Q
LOC105437949,105437949 phosphatidylinositol N-acetylglucosaminyltransferase subunit Q-like	K03860 PIGQ; phosphatidylinositol N-acetylglucosaminyltransferase subunit Q
LOC100893824,100893824 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	K03434 PIGL; N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89]
LOC584361,584361 phosphatidylinositol-glycan biosynthesis class W protein	K05283 PIGW; glucosaminylphosphatidylinositol acyltransferase [EC:2.3.-.-]
LOC586643,586643 phosphatidylinositol-glycan biosynthesis class W protein	K05283 PIGW; glucosaminylphosphatidylinositol acyltransferase [EC:2.3.-.-]
LOC590298,590298 phosphatidylinositol-glycan-specific phospholipase D	K01127 GPLD1; glycosylphosphatidylinositol phospholipase D [EC:3.1.4.50]
LOC580272,580272 GPI mannosyltransferase 1-like	K05284 PIGM; GPI mannosyltransferase 1 subunit M [EC:2.4.1.-]
LOC100890088,100890088 GPI mannosyltransferase 2	K07542 PIGV; GPI mannosyltransferase 2 [EC:2.4.1.-]
LOC100890759,100890759 GPI ethanolamine phosphate transferase 1 isoform X1	K05285 PIGN; GPI ethanolamine phosphate transferase 1 [EC:2.7.-.-]
LOC583162,583162 GPI mannosyltransferase 3	K05286 PIGB; GPI mannosyltransferase 3 [EC:2.4.1.-]
LOC584071,584071 GPI ethanolamine phosphate transferase 3	K05288 PIGO; GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]
LOC754996,754996 phosphatidylinositol-glycan biosynthesis class F protein	K05287 PIGF; GPI ethanolamine phosphate transferase 2/3 subunit F
LOC590583,590583 GPI ethanolamine phosphate transferase 2	K05310 PIGG; ethanolamine phosphate transferase 2 subunit G [EC:2.7.-.-]
LOC591529,591529 glycosylphosphatidylinositol anchor attachment 1 protein-like	K05289 GAA1; GPI-anchor transamidase subunit GAA1
LOC580065,580065 LOW QUALITY PROTEIN: putative GPI-anchor transamidase	K05290 PIGK; GPI-anchor transamidase subunit K
LOC575915,575915 LOW QUALITY PROTEIN: GPI transamidase component PIG-S	K05291 PIGS; GPI-anchor transamidase subunit S
LOC578115,578115 GPI transamidase component PIG-T	K05292 PIGT; GPI-anchor transamidase subunit T
LOC581221,581221 phosphatidylinositol glycan anchor biosynthesis class U protein	K05293 PIGU; GPI-anchor transamidase subunit U
LOC590142,590142 GPI inositol-deacylase	K05294 PGAP1; GPI inositol-deacylase [EC:3.-.-.-]
LOC575419,575419 metallophosphoesterase 1 isoform X1	K23362 MPPE1; ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
LOC763638,763638 metallophosphoesterase 1 homolog	K23362 MPPE1; ethanolamine phosphate phosphodiesterase [EC:3.1.-.-]
LOC579106,579106 GPI mannosyltransferase 4	K08098 PIGZ; GPI mannosyltransferase 4 [EC:2.4.1.-]
LOC574982,"574982 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC575344,"575344 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC105439232,"105439232 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC100891931,"100891931 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC100892014,"100892014 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC584256,"584256 UDP-GalNAc:beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC752621,"752621 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC100892401,"100892401 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC100891122,"100891122 beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC575270,"575270 UDP-GlcNAc:betaGal beta-1	K07819 B3GALT1; beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]"
LOC579029,"579029 N-acetyllactosaminide beta-1	K00742 GCNT2; N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase [EC:2.4.1.150]"
LOC763273,"763273 N-acetyllactosaminide beta-1	K00742 GCNT2; N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase [EC:2.4.1.150]"
LOC578725,"578725 N-acetyllactosaminide beta-1	K00742 GCNT2; N-acetyllactosaminide beta-1,6-N-acetylglucosaminyltransferase [EC:2.4.1.150]"
LOC587840,587840 alpha-N-acetylgalactosaminidase isoform X1	K01204 NAGA; alpha-N-acetylgalactosaminidase [EC:3.2.1.49]
LOC581755,581755 alpha-N-acetylgalactosaminidase	K01204 NAGA; alpha-N-acetylgalactosaminidase [EC:3.2.1.49]
LOC575661,"575661 lactosylceramide alpha-2	K03370 SIAT9; lactosylceramide alpha-2,3-sialyltransferase (sialyltransferase 9) [EC:2.4.99.9]"
LOC589856,"589856 acetyl-coenzyme A transporter 1	K03372 SLC33A1; MFS transporter, PAT family, solute carrier family 33 (acetyl-CoA transportor), member 1 [EC:2.3.1.-]"
LOC100891500,"100891500 alpha-N-acetyl-neuraminyl-2	K03373 SIAT7C; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7C) [EC:2.4.99.-]"
LOC586641,"586641 uncharacterized protein LOC586641 isoform X1	K03374 SIAT7D; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]"
LOC588013,"588013 alpha-N-acetyl-neuraminyl-2	K03374 SIAT7D; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]"
LOC757189,"757189 alpha-N-acetyl-neuraminyl-2	K03374 SIAT7D; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]"
LOC105443856,"105443856 LOW QUALITY PROTEIN: alpha-N-acetyl-neuraminyl-2	K03374 SIAT7D; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]"
LOC581547,"581547 alpha-N-acetyl-neuraminyl-2	K03374 SIAT7D; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7D) [EC:2.4.99.7]"
LOC574877,"574877 alpha-N-acetylgalactosaminide alpha-2	K03375 SIAT7E; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E) [EC:2.4.99.-]"
LOC585197,"585197 alpha-N-acetylgalactosaminide alpha-2	K03375 SIAT7E; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E) [EC:2.4.99.-]"
LOC100888500,"100888500 alpha-N-acetyl-neuraminyl-2	K03375 SIAT7E; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E) [EC:2.4.99.-]"
LOC590622,"590622 alpha-N-acetylgalactosaminide alpha-2	K03375 SIAT7E; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E) [EC:2.4.99.-]"
LOC581087,"581087 alpha-N-acetylgalactosaminide alpha-2	K03375 SIAT7E; N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7E) [EC:2.4.99.-]"
LOC583500,583500 alpha-mannosidase 2C1	K01191 MAN2C1; alpha-mannosidase [EC:3.2.1.24]
LOC591324,591324 lysosomal alpha-mannosidase	K12311 MAN2B1; lysosomal alpha-mannosidase [EC:3.2.1.24]
LOC755983,755983 lysosomal alpha-mannosidase isoform X1	K12311 MAN2B1; lysosomal alpha-mannosidase [EC:3.2.1.24]
LOC593854,593854 beta-mannosidase isoform X1	K01192 E3.2.1.25; beta-mannosidase [EC:3.2.1.25]
LOC589610,589610 cytosolic endo-beta-N-acetylglucosaminidase	K01227 ENGASE; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]
LOC592142,592142 alpha-L-fucosidase	K01206 FUCA; alpha-L-fucosidase [EC:3.2.1.51]
LOC590798,590798 alpha-L-fucosidase	K01206 FUCA; alpha-L-fucosidase [EC:3.2.1.51]
LOC592157,592157 alpha-L-fucosidase isoform X1	K01206 FUCA; alpha-L-fucosidase [EC:3.2.1.51]
LOC753347,753347 alpha-L-fucosidase	K01206 FUCA; alpha-L-fucosidase [EC:3.2.1.51]
LOC584354,584354 alpha-L-fucosidase	K01206 FUCA; alpha-L-fucosidase [EC:3.2.1.51]
LOC593612,593612 N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase	K01444 AGA; N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]
LOC584446,584446 cysteine desulfurase	K04487 iscS; cysteine desulfurase [EC:2.8.1.7]
LOC578161,578161 alkaline phosphatase	K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
LOC584498,584498 alkaline phosphatase	K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
LOC580300,580300 alkaline phosphatase	K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
LOC589365,589365 alkaline phosphatase	K01077 E3.1.3.1; alkaline phosphatase [EC:3.1.3.1]
LOC591824,591824 low molecular weight phosphotyrosine protein phosphatase	K14394 ACP1; low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
LOC764757,764757 thiamin pyrophosphokinase 1	K00949 thiN; thiamine pyrophosphokinase [EC:2.7.6.2]
LOC584749,584749 riboflavin kinase	K00861 RFK; riboflavin kinase [EC:2.7.1.26]
LOC579390,579390 tartrate-resistant acid phosphatase type 5	K14379 ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
LOC579609,579609 prostatic acid phosphatase	K14410 ACP2; lysosomal acid phosphatase [EC:3.1.3.2]
LOC762863,762863 lysosomal acid phosphatase	K14410 ACP2; lysosomal acid phosphatase [EC:3.1.3.2]
LOC105446078,105446078 lysosomal acid phosphatase-like	K14410 ACP2; lysosomal acid phosphatase [EC:3.1.3.2]
LOC593348,593348 FAD synthase	K00953 FLAD1; FAD synthetase [EC:2.7.7.2]
LOC100892036,100892036 FAD synthase	K00953 FLAD1; FAD synthetase [EC:2.7.7.2]
LOC578603,578603 uncharacterized protein ycf39	K05901 BLVRB; biliverdin reductase / flavin reductase [EC:1.3.1.24 1.5.1.30]
LOC576533,576533 uncharacterized protein LOC576533	K05901 BLVRB; biliverdin reductase / flavin reductase [EC:1.3.1.24 1.5.1.30]
LOC100889296,100889296 flavin reductase (NADPH)	K05901 BLVRB; biliverdin reductase / flavin reductase [EC:1.3.1.24 1.5.1.30]
LOC579975,579975 pyridoxine-5'-phosphate oxidase	K00275 pdxH; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
LOC592317,592317 LOW QUALITY PROTEIN: pyridoxal phosphate phosphatase PHOSPHO2-like	K13248 PHOSPHO2; pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]
LOC581421,581421 pyridoxal phosphate phosphatase PHOSPHO2	K13248 PHOSPHO2; pyridoxal phosphate phosphatase PHOSPHO2 [EC:3.1.3.74]
LOC585815,585815 putative L-aspartate dehydrogenase	K06989 nadX; aspartate dehydrogenase [EC:1.4.1.21]
LOC765026,765026 nicotinate-nucleotide pyrophosphorylase [carboxylating]	K00767 nadC; nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
LOC582738,582738 nicotinate phosphoribosyltransferase isoform X1	K00763 pncB; nicotinate phosphoribosyltransferase [EC:6.3.4.21]
LOC577778,577778 nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 isoform X1	K06210 NMNAT; nicotinamide mononucleotide adenylyltransferase [EC:2.7.7.1 2.7.7.18]
LOC575432,575432 glutamine-dependent NAD(+) synthetase	K01950 E6.3.5.1; NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
LOC577046,577046 nicotinamide phosphoribosyltransferase	K03462 NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]
LOC591711,591711 LOW QUALITY PROTEIN: NAD-dependent protein deacetylase sirtuin-1	K11411 SIRT1; NAD+-dependent protein deacetylase sirtuin 1 [EC:2.3.1.286]
LOC105443501,105443501 NAD-dependent protein deacetylase sirtuin-1 isoform X1	K11411 SIRT1; NAD+-dependent protein deacetylase sirtuin 1 [EC:2.3.1.286]
LOC585308,585308 NAD-dependent protein deacetylase sirtuin-2 isoform X1	K11412 SIRT2; NAD+-dependent protein deacetylase sirtuin 2 [EC:2.3.1.286]
LOC579834,579834 NAD-dependent protein deacetylase sirtuin-3	K11413 SIRT3; NAD+-dependent protein deacetylase sirtuin 3 [EC:2.3.1.286]
LOC589067,589067 NAD-dependent protein lipoamidase sirtuin-4	K11414 SIRT4; NAD+-dependent protein deacetylase sirtuin 4 [EC:2.3.1.286]
LOC574945,574945 NAD-dependent protein deacylase-like	K11415 SIRT5; NAD+-dependent protein deacetylase sirtuin 5 [EC:2.3.1.286]
LOC581757,581757 NAD-dependent protein deacetylase sirtuin-6 isoform X1	K11416 SIRT6; NAD+-dependent protein deacetylase sirtuin 6 [EC:2.3.1.286]
LOC762797,762797 NAD-dependent protein deacetylase sirtuin-7	K11417 SIRT7; NAD+-dependent protein deacetylase sirtuin 7 [EC:2.3.1.286]
LOC590496,590496 NAD kinase 2	K00858 ppnK; NAD+ kinase [EC:2.7.1.23]
LOC373388,373388 NAD(P) transhydrogenase	K00323 NNT; H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]
LOC590061,590061 pantothenate kinase 3	K09680 PANK1_2_3; type II pantothenate kinase [EC:2.7.1.33]
LOC763180,763180 phosphopantothenate--cysteine ligase	K01922 PPCS; phosphopantothenate---cysteine ligase (ATP) [EC:6.3.2.51]
LOC584017,584017 phosphopantothenoylcysteine decarboxylase	K01598 PPCDC; phosphopantothenoylcysteine decarboxylase [EC:4.1.1.36]
LOC579804,579804 bifunctional coenzyme A synthase	K02318 COASY; phosphopantetheine adenylyltransferase / dephospho-CoA kinase [EC:2.7.7.3 2.7.1.24]
LOC581654,581654 L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	K06133 LYS5; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]
LOC575770,575770 pantetheinase	K08069 VNN; pantetheine hydrolase [EC:3.5.1.92]
LOC577740,577740 biotin--protein ligase isoform X1	K01942 HLCS; biotin---protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]
LOC588984,588984 putative lipoyltransferase 2	K23735 LIPT2; lipoyl(octanoyl) transferase 2 [EC:2.3.1.181]
LOC593424,593424 lipoyl synthase	K03644 lipA; lipoyl synthase [EC:2.8.1.8]
LOC100888139,100888139 lipoyltransferase 1	K10105 LIPT1; lipoyltransferase 1
LOC583737,583737 GTP cyclohydrolase 1	K01495 GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
LOC580182,580182 GTP cyclohydrolase 1-like	K01495 GCH1; GTP cyclohydrolase IA [EC:3.5.4.16]
LOC575335,575335 dihydrofolate reductase	K00287 DHFR; dihydrofolate reductase [EC:1.5.1.3]
LOC592205,592205 folylpolyglutamate synthase	K01930 FPGS; folylpolyglutamate synthase [EC:6.3.2.17]
LOC582718,582718 gamma-glutamyl hydrolase	K01307 GGH; gamma-glutamyl hydrolase [EC:3.4.19.9]
LOC590962,590962 6-pyruvoyl tetrahydrobiopterin synthase	K01737 queD; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
LOC577750,577750 sepiapterin reductase	K00072 SPR; sepiapterin reductase [EC:1.1.1.153]
LOC584912,584912 sepiapterin reductase	K00072 SPR; sepiapterin reductase [EC:1.1.1.153]
LOC575893,575893 dihydropteridine reductase	K00357 QDPR; dihydropteridine reductase [EC:1.5.1.34]
LOC594614,594614 probable pterin-4-alpha-carbinolamine dehydratase	K01724 PCBD; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]
LOC578700,"578700 GTP 3'	K20967 MOCS1; GTP 3',8-cyclase / cyclic pyranopterin monophosphate synthase [EC:4.1.99.22 4.6.1.17]"
LOC578193,578193 molybdopterin synthase catalytic subunit-like	K03635 MOCS2B; molybdopterin synthase catalytic subunit [EC:2.8.1.12]
LOC764940,764940 gephyrin	K15376 GPHN; gephyrin [EC:2.10.1.1 2.7.7.75]
LOC583644,583644 molybdenum cofactor sulfurase	K15631 ABA3; molybdenum cofactor sulfurtransferase [EC:2.8.1.9]
LOC581966,581966 LOW QUALITY PROTEIN: molybdenum cofactor sulfurase-like	K15631 ABA3; molybdenum cofactor sulfurtransferase [EC:2.8.1.9]
LOC589933,589933 C-1-tetrahydrofolate synthase	K00288 MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]
LOC588966,"588966 bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase	K13403 MTHFD2; methylenetetrahydrofolate dehydrogenase(NAD+) / 5,10-methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.15 3.5.4.9]"
LOC586344,586344 methionyl-tRNA formyltransferase	K00604 MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]
LOC575597,575597 methionyl-tRNA formyltransferase	K00604 MTFMT; methionyl-tRNA formyltransferase [EC:2.1.2.9]
LOC579576,579576 mitochondrial 10-formyltetrahydrofolate dehydrogenase isoform X1	K00289 ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
LOC589576,589576 methylenetetrahydrofolate reductase	K00297 metF; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
LOC753829,753829 5-formyltetrahydrofolate cyclo-ligase	K01934 MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]
LOC591892,"591892 beta	K00515 BCMO1; beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]"
LOC764565,764565 dehydrogenase/reductase SDR family member 4	K11147 DHRS4; dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]
LOC592953,592953 retinol dehydrogenase 8	K11150 RDH8; retinol dehydrogenase 8 [EC:1.1.1.-]
LOC592646,592646 retinol dehydrogenase 8	K11150 RDH8; retinol dehydrogenase 8 [EC:1.1.1.-]
LOC765012,765012 retinol dehydrogenase 8 isoform X1	K11150 RDH8; retinol dehydrogenase 8 [EC:1.1.1.-]
LOC575564,575564 retinol dehydrogenase 8	K11150 RDH8; retinol dehydrogenase 8 [EC:1.1.1.-]
